"","first_half","second_half","method","n"
"gene3246",1.67435316545875,1.09568699241556,"TOAST LFC","Total sample size in a half = 50"
"gene3256",1.77015498699888,1.12059920442684,"TOAST LFC","Total sample size in a half = 50"
"gene3266",-1.09229309931702,0.0987196424979784,"TOAST LFC","Total sample size in a half = 50"
"gene3276",1.32519422198195,-0.971799893610528,"TOAST LFC","Total sample size in a half = 50"
"gene3286",-3.17933280270129,1.24515848195724,"TOAST LFC","Total sample size in a half = 50"
"gene3296",-1.40208988842034,0.531139069755235,"TOAST LFC","Total sample size in a half = 50"
"gene3306",1.06505795762252,0.630838232135805,"TOAST LFC","Total sample size in a half = 50"
"gene33110",0.195134281060611,-0.873884667273681,"TOAST LFC","Total sample size in a half = 50"
"gene3326",0.920363575635731,-4.04061847332087,"TOAST LFC","Total sample size in a half = 50"
"gene3336",0.688010723430932,-0.167869761465587,"TOAST LFC","Total sample size in a half = 50"
"gene3346",2.13243817830536,0.0916336099812677,"TOAST LFC","Total sample size in a half = 50"
"gene3356",0.733752057285515,-1.0265243108401,"TOAST LFC","Total sample size in a half = 50"
"gene3366",2.77003250812936,1.41136108327877,"TOAST LFC","Total sample size in a half = 50"
"gene3376",1.03266609631181,2.62674189528144,"TOAST LFC","Total sample size in a half = 50"
"gene3386",0.656735191853618,-0.211069122751357,"TOAST LFC","Total sample size in a half = 50"
"gene3396",2.61327613612867,2.58284195359059,"TOAST LFC","Total sample size in a half = 50"
"gene3406",1.17716573287877,0.700069092393695,"TOAST LFC","Total sample size in a half = 50"
"gene34110",1.60030309216166,1.47415203265908,"TOAST LFC","Total sample size in a half = 50"
"gene3426",1.98651075042042,0.672469660327062,"TOAST LFC","Total sample size in a half = 50"
"gene3436",1.22423020010192,0.0133562499911271,"TOAST LFC","Total sample size in a half = 50"
"gene3446",0.878415883902129,1.2957598785224,"TOAST LFC","Total sample size in a half = 50"
"gene3456",2.00942182179069,-0.91828662928358,"TOAST LFC","Total sample size in a half = 50"
"gene3466",1.20510564075562,0.500124949175927,"TOAST LFC","Total sample size in a half = 50"
"gene3476",2.58263745872572,0.164677053520249,"TOAST LFC","Total sample size in a half = 50"
"gene3486",-0.496716573959592,3.44258875123155,"TOAST LFC","Total sample size in a half = 50"
"gene3496",1.74024908564558,2.2460058773897,"TOAST LFC","Total sample size in a half = 50"
"gene3506",-0.606430915121864,1.75474522727677,"TOAST LFC","Total sample size in a half = 50"
"gene35110",0.683606177942554,3.00682436064979,"TOAST LFC","Total sample size in a half = 50"
"gene3526",0.254734372360147,0.466466880735709,"TOAST LFC","Total sample size in a half = 50"
"gene3536",0.960915407046373,0.486804172111317,"TOAST LFC","Total sample size in a half = 50"
"gene3546",1.07483345929351,0.444497506459228,"TOAST LFC","Total sample size in a half = 50"
"gene3556",1.85353683295609,2.2826995200901,"TOAST LFC","Total sample size in a half = 50"
"gene3566",-0.812108289038921,-0.501577608119248,"TOAST LFC","Total sample size in a half = 50"
"gene3576",4.19493429524597,0.914975708358681,"TOAST LFC","Total sample size in a half = 50"
"gene3586",0.705074250462108,1.42484333140231,"TOAST LFC","Total sample size in a half = 50"
"gene3596",0.859295432443059,-1.60311219115144,"TOAST LFC","Total sample size in a half = 50"
"gene3606",0.592342376903201,1.11927422307799,"TOAST LFC","Total sample size in a half = 50"
"gene36110",1.15922953337345,1.17769056524942,"TOAST LFC","Total sample size in a half = 50"
"gene3626",1.12883105985682,2.30441407926775,"TOAST LFC","Total sample size in a half = 50"
"gene3636",0.864763302185296,0.0898205663212902,"TOAST LFC","Total sample size in a half = 50"
"gene3646",1.01276249663549,1.28232477531044,"TOAST LFC","Total sample size in a half = 50"
"gene3656",0.263968365488918,-0.803467916344502,"TOAST LFC","Total sample size in a half = 50"
"gene3666",0.0753026041842299,1.10967013385454,"TOAST LFC","Total sample size in a half = 50"
"gene3676",2.93779537201087,1.15936165546785,"TOAST LFC","Total sample size in a half = 50"
"gene3686",1.96930672191972,-1.01566059029529,"TOAST LFC","Total sample size in a half = 50"
"gene3696",0.68934040975223,-1.68299922749825,"TOAST LFC","Total sample size in a half = 50"
"gene3706",1.02621235667809,0.617009170321964,"TOAST LFC","Total sample size in a half = 50"
"gene37110",-0.0560596689428608,0.401668048248518,"TOAST LFC","Total sample size in a half = 50"
"gene3726",1.27715682094242,0.941033993168224,"TOAST LFC","Total sample size in a half = 50"
"gene3736",0.794508513637727,1.58025686590401,"TOAST LFC","Total sample size in a half = 50"
"gene3746",0.214912787526948,1.00137113048583,"TOAST LFC","Total sample size in a half = 50"
"gene3756",2.99565554072023,-1.56879093087332,"TOAST LFC","Total sample size in a half = 50"
"gene3766",0.772534456102799,0.930169073705656,"TOAST LFC","Total sample size in a half = 50"
"gene3776",5.27880046394638,-1.05346069016513,"TOAST LFC","Total sample size in a half = 50"
"gene3786",0.385562506756178,0.491706247364211,"TOAST LFC","Total sample size in a half = 50"
"gene3796",1.10145829616998,-0.387701163575863,"TOAST LFC","Total sample size in a half = 50"
"gene3806",2.95907148705836,1.48967053958064,"TOAST LFC","Total sample size in a half = 50"
"gene38110",0.151300487909544,-1.35291148377095,"TOAST LFC","Total sample size in a half = 50"
"gene3826",1.28338057876682,0.197216901860479,"TOAST LFC","Total sample size in a half = 50"
"gene3836",-1.17228465820183,-0.259421988082838,"TOAST LFC","Total sample size in a half = 50"
"gene3846",0.258415082088024,0.67208262422773,"TOAST LFC","Total sample size in a half = 50"
"gene3856",3.04795372163636,1.03322147073834,"TOAST LFC","Total sample size in a half = 50"
"gene3866",2.35521511809877,0.984933925692355,"TOAST LFC","Total sample size in a half = 50"
"gene3876",0.42247482034584,0.102935371353109,"TOAST LFC","Total sample size in a half = 50"
"gene3886",-0.530296781631363,-0.842810398953341,"TOAST LFC","Total sample size in a half = 50"
"gene3896",1.63988882041329,1.9239358804853,"TOAST LFC","Total sample size in a half = 50"
"gene3906",2.31383026969881,-0.608740848621616,"TOAST LFC","Total sample size in a half = 50"
"gene39110",0.444107893729618,-0.675471354951969,"TOAST LFC","Total sample size in a half = 50"
"gene3926",4.45655399424221,2.71350287897556,"TOAST LFC","Total sample size in a half = 50"
"gene3936",4.19705250889959,-0.647158309639008,"TOAST LFC","Total sample size in a half = 50"
"gene3946",0.0698674867430795,-0.608769637106201,"TOAST LFC","Total sample size in a half = 50"
"gene3956",0.67774587700063,2.75103374315049,"TOAST LFC","Total sample size in a half = 50"
"gene3966",0.526176269464693,0.744690881175168,"TOAST LFC","Total sample size in a half = 50"
"gene3976",-1.10718516311561,0.337064586646745,"TOAST LFC","Total sample size in a half = 50"
"gene3986",-0.135940810624706,4.89330613524343,"TOAST LFC","Total sample size in a half = 50"
"gene3996",0.797673640154689,-0.133320850989264,"TOAST LFC","Total sample size in a half = 50"
"gene4006",-1.48923925404404,-0.782947615738248,"TOAST LFC","Total sample size in a half = 50"
"gene40110",1.77523714153389,1.21286157688638,"TOAST LFC","Total sample size in a half = 50"
"gene4026",0.885347902837766,-0.583457835645095,"TOAST LFC","Total sample size in a half = 50"
"gene4036",0.0348562621154811,0.833388817493969,"TOAST LFC","Total sample size in a half = 50"
"gene4046",1.46459852451267,0.455454220349359,"TOAST LFC","Total sample size in a half = 50"
"gene4056",1.68339072638055,1.45823529745644,"TOAST LFC","Total sample size in a half = 50"
"gene4066",0.171907332021949,1.23555802108928,"TOAST LFC","Total sample size in a half = 50"
"gene4076",1.86453753791182,1.05660050149337,"TOAST LFC","Total sample size in a half = 50"
"gene4086",3.70575559646254,1.33386933863793,"TOAST LFC","Total sample size in a half = 50"
"gene4096",0.66274082455854,1.37108092775668,"TOAST LFC","Total sample size in a half = 50"
"gene41010",0.366670697816069,-1.02369537405458,"TOAST LFC","Total sample size in a half = 50"
"gene41110",-1.15293016358191,0.609835900151502,"TOAST LFC","Total sample size in a half = 50"
"gene4127",0.207038874350795,1.97017509779112,"TOAST LFC","Total sample size in a half = 50"
"gene4136",2.05651983540867,-0.817247200577286,"TOAST LFC","Total sample size in a half = 50"
"gene4146",-0.121475893086457,2.37373420122599,"TOAST LFC","Total sample size in a half = 50"
"gene4156",0.75918905676423,1.43791804335017,"TOAST LFC","Total sample size in a half = 50"
"gene4166",1.13886218759027,1.92450216849873,"TOAST LFC","Total sample size in a half = 50"
"gene4176",0.0468014055212027,-0.114034325141447,"TOAST LFC","Total sample size in a half = 50"
"gene4186",0.289378321519177,1.75208935602409,"TOAST LFC","Total sample size in a half = 50"
"gene4196",-0.488075575023487,0.597408478880001,"TOAST LFC","Total sample size in a half = 50"
"gene4206",1.57480364176849,-4.6150736740328,"TOAST LFC","Total sample size in a half = 50"
"gene42110",0.041695856592626,0.911119557770235,"TOAST LFC","Total sample size in a half = 50"
"gene4226",-2.95535946999604,0.453961046636751,"TOAST LFC","Total sample size in a half = 50"
"gene4236",-1.57677609218625,2.20476189941676,"TOAST LFC","Total sample size in a half = 50"
"gene4246",0.363833003304555,0.644795978655274,"TOAST LFC","Total sample size in a half = 50"
"gene4256",1.36453802630235,-1.27069670481733,"TOAST LFC","Total sample size in a half = 50"
"gene4266",2.0919771682374,0.398871490823114,"TOAST LFC","Total sample size in a half = 50"
"gene4276",3.82525335808403,1.46585477932852,"TOAST LFC","Total sample size in a half = 50"
"gene4286",0.484699341296683,-0.183975499901661,"TOAST LFC","Total sample size in a half = 50"
"gene4296",1.29229762060007,-0.150841563894781,"TOAST LFC","Total sample size in a half = 50"
"gene4306",2.9028592172325,-0.297100990340369,"TOAST LFC","Total sample size in a half = 50"
"gene43110",1.20991124192918,-1.4536571572575,"TOAST LFC","Total sample size in a half = 50"
"gene4326",5.83437892959203,0.889582237224423,"TOAST LFC","Total sample size in a half = 50"
"gene4336",2.11555752753914,-0.438414824602615,"TOAST LFC","Total sample size in a half = 50"
"gene4346",0.755046761306119,0.880616760445308,"TOAST LFC","Total sample size in a half = 50"
"gene4356",3.220213133751,0.877285368994201,"TOAST LFC","Total sample size in a half = 50"
"gene4366",0.989281992063514,0.224507229948529,"TOAST LFC","Total sample size in a half = 50"
"gene4376",0.521350666281427,0.495963350353332,"TOAST LFC","Total sample size in a half = 50"
"gene4386",0.712052073472034,0.958770710177562,"TOAST LFC","Total sample size in a half = 50"
"gene4396",0.723519874761995,2.42293739140209,"TOAST LFC","Total sample size in a half = 50"
"gene4406",5.27083358947323,0.672086312791286,"TOAST LFC","Total sample size in a half = 50"
"gene44110",0.19996620019937,2.84994672144238,"TOAST LFC","Total sample size in a half = 50"
"gene4426",0.694535701045311,1.31682679448833,"TOAST LFC","Total sample size in a half = 50"
"gene4436",0.369377318943848,0.874267447981383,"TOAST LFC","Total sample size in a half = 50"
"gene4446",0.964419525376356,2.20687469298495,"TOAST LFC","Total sample size in a half = 50"
"gene4456",2.78248182398492,1.31159937655055,"TOAST LFC","Total sample size in a half = 50"
"gene4466",0.0516034895024583,-0.239182716471518,"TOAST LFC","Total sample size in a half = 50"
"gene4476",1.82919097995175,0.980421614362653,"TOAST LFC","Total sample size in a half = 50"
"gene4486",0.948973162248107,0.766199234607928,"TOAST LFC","Total sample size in a half = 50"
"gene4496",6.85018852327635,0.67667553452706,"TOAST LFC","Total sample size in a half = 50"
"gene4506",1.80124967214775,-0.230748940410972,"TOAST LFC","Total sample size in a half = 50"
"gene45110",0.551649923780746,-2.08057036925121,"TOAST LFC","Total sample size in a half = 50"
"gene4526",1.0430100153013,1.29765069679685,"TOAST LFC","Total sample size in a half = 50"
"gene4536",1.52250729924135,0.610769660249416,"TOAST LFC","Total sample size in a half = 50"
"gene4546",-0.235072165442047,1.56601109701472,"TOAST LFC","Total sample size in a half = 50"
"gene4556",0.174382448132415,0.600422429526139,"TOAST LFC","Total sample size in a half = 50"
"gene4566",0.663649572919384,-0.129739093625589,"TOAST LFC","Total sample size in a half = 50"
"gene4576",0.488087963067276,-1.36757059596857,"TOAST LFC","Total sample size in a half = 50"
"gene4586",-0.107951711985064,-0.160914661057207,"TOAST LFC","Total sample size in a half = 50"
"gene4596",0.598112394439479,0.623377180566712,"TOAST LFC","Total sample size in a half = 50"
"gene4606",0.39517932622162,-0.285072463072726,"TOAST LFC","Total sample size in a half = 50"
"gene46110",-0.0692617956019581,5.92973901921415,"TOAST LFC","Total sample size in a half = 50"
"gene4626",0.983441086654204,1.60245138333969,"TOAST LFC","Total sample size in a half = 50"
"gene4636",2.63756586708276,1.14534375690445,"TOAST LFC","Total sample size in a half = 50"
"gene4646",3.50610408989377,2.07095807165219,"TOAST LFC","Total sample size in a half = 50"
"gene4656",-0.44920790679805,1.01136741752028,"TOAST LFC","Total sample size in a half = 50"
"gene4666",0.0656784908474908,1.4676307929618,"TOAST LFC","Total sample size in a half = 50"
"gene4676",1.10312592592871,6.45868169117384,"TOAST LFC","Total sample size in a half = 50"
"gene4686",1.6854290074634,1.27594366791984,"TOAST LFC","Total sample size in a half = 50"
"gene4696",1.62237143663962,1.12469024660877,"TOAST LFC","Total sample size in a half = 50"
"gene4706",0.596195295360324,-0.395314074653799,"TOAST LFC","Total sample size in a half = 50"
"gene47110",2.72647065646213,0.349969839432866,"TOAST LFC","Total sample size in a half = 50"
"gene4726",1.50203346046369,-0.832189471428653,"TOAST LFC","Total sample size in a half = 50"
"gene4736",1.06758659590915,-0.462674983067281,"TOAST LFC","Total sample size in a half = 50"
"gene4746",-1.38786823994403,0.706621684358522,"TOAST LFC","Total sample size in a half = 50"
"gene4756",0.159170752188536,1.13030546226535,"TOAST LFC","Total sample size in a half = 50"
"gene4766",0.900336003011264,0.769187374581389,"TOAST LFC","Total sample size in a half = 50"
"gene4776",1.13516347654312,0.7596080378218,"TOAST LFC","Total sample size in a half = 50"
"gene4786",1.80315073465428,0.175968388317912,"TOAST LFC","Total sample size in a half = 50"
"gene4796",0.419531468238979,0.219494820866954,"TOAST LFC","Total sample size in a half = 50"
"gene4806",1.95473701394924,1.91372356600668,"TOAST LFC","Total sample size in a half = 50"
"gene48110",0.881796363161921,0.937184674971825,"TOAST LFC","Total sample size in a half = 50"
"gene4826",1.38069505853339,5.63094264903594,"TOAST LFC","Total sample size in a half = 50"
"gene4836",-1.0564189673427,1.4970263205743,"TOAST LFC","Total sample size in a half = 50"
"gene4846",1.11190529869071,-0.693358719880955,"TOAST LFC","Total sample size in a half = 50"
"gene4856",0.717779394157535,4.08982300435459,"TOAST LFC","Total sample size in a half = 50"
"gene4866",2.02077166145578,-0.306415852925337,"TOAST LFC","Total sample size in a half = 50"
"gene4876",3.40290141316777,2.58333775145975,"TOAST LFC","Total sample size in a half = 50"
"gene4886",2.62273130425607,0.933382905166642,"TOAST LFC","Total sample size in a half = 50"
"gene4896",1.38113118658393,-1.26276853577969,"TOAST LFC","Total sample size in a half = 50"
"gene4906",1.28221294186729,0.0473336257807132,"TOAST LFC","Total sample size in a half = 50"
